title,title_lower,salary,company,company_lower,rating,job_location,job_location_clean
NaN,nan,NaN,NaN,nan,NaN,NaN,NaN
Software Engineer,software engineer,Estimated $65.8K - $83.4K a year,Force America,force america,3.5,"Waukesha, WI 53188","Waukesha, WI"
Software Development Engineer,software development engineer,NaN,Workday,workday,3.9,"Beaverton, OR 97005 
(Central Beaverton area)
+11 locations","Beaverton, OR"
Software Engineer - Backend,software engineer - backend,Estimated $122K - $155K a year,dYdX,dydx,NaN,"New York, NY
+1 location","New York, NY"
Software Engineer 1,software engineer 1,Estimated $78.7K - $99.6K a year,Pacific Northwest National Laboratory,pacific northwest national laboratory,4,"Richland, WA 99354
+2 locations","Richland, WA"
Software Engineer Technical Lead,software engineer technical lead,NaN,Intermountain Healthcare,intermountain healthcare,3.7,"Salt Lake City, UT","Salt Lake City, UT"
NaN,nan,NaN,NaN,nan,NaN,NaN,NaN
SAP Developer/Programmer- Expert,sap developer/programmer- expert,Estimated $146K - $185K a year,"V-Soft Consulting Group, Inc.","v-soft consulting group, inc.",3.4,"Raleigh, NC 27604 
(Northeast area)
+1 location","Raleigh, NC"
Software Engineer - 300113,software engineer - 300113,Estimated $105K - $133K a year,Grainger,grainger,3.6,"Remote in Lake Forest, IL 60045",remote
"Mission Software Engineer, General","mission software engineer, general",NaN,ANDURIL INDUSTRIES,anduril industries,NaN,"Washington, DC
+52 locations","Washington, DC"
Software Engineer I,software engineer i,Estimated $76.9K - $97.4K a year,Bread Financial,bread financial,3.9,"+1 location
Remote",remote
Health Software Automation Engineer,health software automation engineer,NaN,Apple,apple,4.1,"Cupertino, CA
+7 locations","Cupertino, CA"
NaN,nan,NaN,NaN,nan,NaN,NaN,NaN
Associate Software Engineer,associate software engineer,Estimated $63.9K - $80.9K a year,Carnegie Mellon University,carnegie mellon university,4.2,"Pittsburgh, PA 15213 
(Squirrel Hill North area)
+4 locations","Pittsburgh, PA"
Software Development Engineer,software development engineer,Estimated $106K - $135K a year,DaleWorthGroup.com,daleworthgroup.com,NaN,"Santa Clara, CA","Santa Clara, CA"
"Software Engineer, Growth","software engineer, growth",Estimated $115K - $146K a year,Forward,forward,2.5,"San Francisco, CA
+5 locations","San Francisco, CA"
"Software Engineering Trainee, Corporate – Summer/ Fall 2023","software engineering trainee, corporate – summer/ fall 2023",NaN,"Sony Pictures Entertainment, Inc.","sony pictures entertainment, inc.",4.1,"Hybrid remote in Culver City, CA","Hybrid remote in Culver City, CA"
Front End Engineer,front end engineer,NaN,startup oi,startup oi,NaN,Remote,remote
NaN,nan,NaN,NaN,nan,NaN,NaN,NaN
Frontend Engineer,frontend engineer,NaN,Arize AI,arize ai,NaN,"Remote in Berkeley, CA",remote
Bioinformatics Software Engineer,bioinformatics software engineer,NaN,Dana-Farber Cancer Institute,dana-farber cancer institute,4.1,"Remote in Boston, MA 02215
+1 location",remote
Junior Software Engineer,junior software engineer,Estimated $71.6K - $90.7K a year,Fathom5,fathom5,NaN,"Hybrid remote in Austin, TX 78754","Hybrid remote in Austin, TX 78754"
Software Developers,software developers,Estimated $116K - $147K a year,BroadPeak Partners,broadpeak partners,NaN,"Remote in New York, NY 10016",remote
Software Developer,software developer,NaN,Palmetto Yacht Management,palmetto yacht management,3.7,"Manning, SC 29102","Manning, SC"
NaN,nan,NaN,NaN,nan,NaN,NaN,NaN
Systems Software Engineer,systems software engineer,NaN,Northwestern Mutual,northwestern mutual,3.8,"Milwaukee, WI","Milwaukee, WI"
Software Engineer,software engineer,Estimated $98.9K - $125K a year,FlexIT Inc,flexit inc,NaN,"Remote in Beaverton, OR 97005
+5 locations",remote
Software Development - Returnship on Career Gap,software development - returnship on career gap,NaN,iRelaunch,irelaunch,NaN,"Sugar Land, TX 77478","Sugar Land, TX"
"Senior Software Engineer, Roku (Remote)","senior software engineer, roku (remote)",Estimated $144K - $183K a year,the NBA,the nba,4.2,"Remote in Secaucus, NJ 07094",remote
Software Engineer,software engineer,NaN,NerdPine,nerdpine,NaN,"Hillsboro, OR 97006 
(Triple Creek area)","Hillsboro, OR"
NaN,nan,NaN,NaN,nan,NaN,NaN,NaN
SOFTWARE ENGINEER,software engineer,Estimated $94.1K - $119K a year,Insoft Systems,insoft systems,NaN,"Morris Plains, NJ 07950","Morris Plains, NJ"
Software Engineer - 4769967,software engineer - 4769967,NaN,Accenture,accenture,4,"Austin, TX
+16 locations","Austin, TX"
Software Engineer - General Interest,software engineer - general interest,Estimated $137K - $173K a year,Oden Technologies,oden technologies,NaN,"Remote in New York, NY 10007",remote
Software Test Engineer 2,software test engineer 2,NaN,Abbott Laboratories,abbott laboratories,3.9,"Bend, OR
+3 locations","Bend, OR"
Software Engineer,software engineer,Estimated $91.7K - $116K a year,Vecna,vecna,2,"Remote in Burlington, MA",remote
NaN,nan,NaN,NaN,nan,NaN,NaN,NaN
Software Engineer III,software engineer iii,NaN,Lead Bank,lead bank,2.9,"Hybrid remote in San Francisco, CA","Hybrid remote in San Francisco, CA"
"Software Engineer, Product - Monetization","software engineer, product - monetization",NaN,Meta,meta,4.1,"Los Angeles, CA 90066 
(Del Rey area)
+126 locations","Los Angeles, CA"
Software Engineer - Search,software engineer - search,NaN,Truveta,truveta,NaN,"Remote in Seattle, WA
+1 location",remote
Software Engineer,software engineer,NaN,Clean Power Research,clean power research,NaN,"Kirkland, WA 98033 
(Highlands area)","Kirkland, WA"
Geoscientists and software and hardware developers,geoscientists and software and hardware developers,NaN,Subsurface Insights,subsurface insights,NaN,"Hanover, NH","Hanover, NH"
NaN,nan,NaN,NaN,nan,NaN,NaN,NaN
"Full Stack Engineer
new","full stack engineer
new",NaN,Dante,dante,4,"+1 location
Remote",remote
"Java Developer II
new","java developer ii
new",NaN,Net2Source,net2source,3.5,"Remote in Chattanooga, TN",remote
Front End Engineer - $130K + Benefits!,front end engineer - $130k + benefits!,NaN,Hire With Jarvis,hire with jarvis,NaN,"+126 locations
Remote",remote
Full Stack Engineer (React / PHP) - $150K + Benefits,full stack engineer (react / php) - $150k + benefits,NaN,Hire With Jarvis,hire with jarvis,NaN,"+126 locations
Remote",remote
Mobile Software Engineer,mobile software engineer,NaN,Signify Health,signify health,3,"Remote in Dallas, TX",remote
NaN,nan,NaN,NaN,nan,NaN,NaN,NaN
Software Engineering Manager - $150K + Benefits,software engineering manager - $150k + benefits,NaN,Hire With Jarvis,hire with jarvis,NaN,"+4 locations
Remote",remote
"Senior Software Engineer, Backend","senior software engineer, backend",NaN,Peloton,peloton,3.2,"Remote in New York, NY 10011
+2 locations",remote
Senior Lightning Web Components Developer,senior lightning web components developer,Estimated $110K - $139K a year,Jarvis Recruitment Group,jarvis recruitment group,NaN,"Chicago, IL
+1 location","Chicago, IL"
"MTS 1, Software Engineer","mts 1, software engineer",NaN,eBay Inc.,ebay inc.,3.9,"Remote in San Jose, CA
+5 locations",remote
.NET Developer,.net developer,NaN,Axabee,axabee,NaN,Remote,remote
NaN,nan,NaN,NaN,nan,NaN,NaN,NaN
Sr Solutions Architect (.Net),sr solutions architect (.net),Estimated $146K - $184K a year,"CGI Group, Inc.","cgi group, inc.",3.6,"Pittsburgh, PA 15289","Pittsburgh, PA"
Software Engineer Level 1,software engineer level 1,Estimated $78.7K - $99.7K a year,Granite Telecommunications,granite telecommunications,2.7,"Quincy, MA 02171 
(North Quincy area)
+1 location","Quincy, MA"
Payments Software Engineer - Associate,payments software engineer - associate,Estimated $94.1K - $119K a year,Deutsche Bank,deutsche bank,3.8,"Cary, NC 27513","Cary, NC"
Data Programmer,data programmer,NaN,Renaissance Technologies,renaissance technologies,4.5,"East Setauket, NY
+2 locations","East Setauket, NY"
Associate Controls Software Engineer,associate controls software engineer,NaN,Nusano,nusano,4.2,"West Valley City, UT","West Valley City, UT"
NaN,nan,NaN,NaN,nan,NaN,NaN,NaN
Systems Software Engineer,systems software engineer,NaN,Northwestern Mutual,northwestern mutual,3.8,"Milwaukee, WI","Milwaukee, WI"
Front End Software Engineer,front end software engineer,Estimated $98.6K - $125K a year,HUVRdata,huvrdata,NaN,"Austin, TX
+1 location","Austin, TX"
Software Engineer- Entry Level,software engineer- entry level,NaN,Incedo,incedo,NaN,"Florham Park, NJ 07932
+2 locations","Florham Park, NJ"
Software Engineer,software engineer,NaN,"Nexgrid, LLC.","nexgrid, llc.",NaN,"Remote in Manassas, VA 20109",remote
Senior Android Software Engineer - Health - Cash App,senior android software engineer - health - cash app,Estimated $144K - $182K a year,Cash App,cash app,4,"Remote in San Francisco, CA
+8 locations",remote
NaN,nan,NaN,NaN,nan,NaN,NaN,NaN
Junior Software Developer (Core),junior software developer (core),Estimated $62.2K - $78.7K a year,FIRST SERVICE CREDIT UNION,first service credit union,3.7,"Houston, TX 77064","Houston, TX"
Software Developer - Microsoft Flight Simulator,software developer - microsoft flight simulator,NaN,Working Title Simulations,working title simulations,NaN,Remote,remote
"Computer Science, Software Engineers, Programmers","computer science, software engineers, programmers",Estimated $93K - $118K a year,Thermoflow,thermoflow,NaN,"Southborough, MA","Southborough, MA"
Associate Software Engineer V&V,associate software engineer v&v,Estimated $68.3K - $86.5K a year,Bayer,bayer,4.1,"Pittsburgh, PA
+1 location","Pittsburgh, PA"
Software Engineer II,software engineer ii,NaN,Siemens Healthineers,siemens healthineers,3.8,"Newton, MA
+3 locations","Newton, MA"
NaN,nan,NaN,NaN,nan,NaN,NaN,NaN
Software Developer,software developer,NaN,Alley,alley,3.5,Remote,remote
SOFTWARE DEVELOPERS,software developers,Estimated $101K - $127K a year,GenuineIT,genuineit,NaN,"Houston, TX 77036 
(Westwood area)
+3 locations","Houston, TX"
Site Reliability Engineer,site reliability engineer,NaN,Auctus,auctus,NaN,"Englewood, CO 80113","Englewood, CO"
Quantitative Software Engineer,quantitative software engineer,NaN,"Jefferies & Company, Inc.","jefferies & company, inc.",3.7,"New York, NY 10022 
(Midtown area)","New York, NY"
Entry Level React Developer,entry level react developer,NaN,Emonics,emonics,4.6,"Los Angeles, CA 90001 
(Florence area)
+1 location","Los Angeles, CA"
NaN,nan,NaN,NaN,nan,NaN,NaN,NaN
Site Reliability Engineer - $145K + Benefits!,site reliability engineer - $145k + benefits!,NaN,Hire With Jarvis,hire with jarvis,NaN,"+12 locations
Remote",remote
Application Support Engineer JavaScript (90k - 120k + BENEFITS) - REMOTE,application support engineer javascript (90k - 120k + benefits) - remote,NaN,Jarvis Recruitment Group,jarvis recruitment group,NaN,"+1 location
Remote",remote
"Senior Software Engineer, Backend","senior software engineer, backend",NaN,Peloton,peloton,3.2,"Remote in New York, NY 10011
+2 locations",remote
Software Engineer,software engineer,Estimated $115K - $145K a year,Royal Bank of Canada,royal bank of canada,4,"Minneapolis, MN 55435
+1 location","Minneapolis, MN"
Software Developer,software developer,NaN,Pure Insurance,pure insurance,3.2,Remote,remote
NaN,nan,NaN,NaN,nan,NaN,NaN,NaN
Senior Software QA Engineer - Drive Simulation Content,senior software qa engineer - drive simulation content,NaN,NVIDIA,nvidia,4.2,"Santa Clara, CA
+2 locations","Santa Clara, CA"
Software Engineer,software engineer,Estimated $83.4K - $106K a year,"AMETEK, Inc.","ametek, inc.",3.4,"Harleysville, PA 19438
+5 locations","Harleysville, PA"
Software Engineer,software engineer,Estimated $102K - $129K a year,Krypton Consulting,krypton consulting,NaN,"San Francisco Bay Area, CA","San Francisco Bay Area, CA"
Linux Software Engineer,linux software engineer,Estimated $108K - $137K a year,Ford Motor Company,ford motor company,4.1,"Allen Park, MI 48101","Allen Park, MI"
Software Developer II,software developer ii,Estimated $79.6K - $101K a year,VividCloud,vividcloud,4.6,"Brunswick, ME 04011","Brunswick, ME"
NaN,nan,NaN,NaN,nan,NaN,NaN,NaN
Software Engineer,software engineer,Estimated $79.6K - $101K a year,NBT Bank,nbt bank,3.4,"Rochester, NY","Rochester, NY"
Software Engineer,software engineer,Estimated $78.3K - $99.1K a year,Rocket Mortgage,rocket mortgage,3.6,"Detroit, MI 48226 
(Downtown area)
+2 locations","Detroit, MI"
Software Engineer,software engineer,NaN,Consumer Reports,consumer reports,3.2,"Remote in Yonkers, NY 10703",remote
Software Engineers - All Levels,software engineers - all levels,Estimated $109K - $138K a year,DCCA,dcca,2.3,"Littleton, CO 80130
+9 locations","Littleton, CO"
Software Engineer - Frontend,software engineer - frontend,NaN,Coco,coco,3.8,"Santa Monica, CA","Santa Monica, CA"
NaN,nan,NaN,NaN,nan,NaN,NaN,NaN
"MTS 1, Software Engineer","mts 1, software engineer",NaN,eBay Inc.,ebay inc.,3.9,"Remote in San Jose, CA
+5 locations",remote
Sr. Software Engineer,sr. software engineer,NaN,PUTNAM RECRUITING GROUP,putnam recruiting group,NaN,Remote,remote
"Software Engineer, Mapping Machine Learning","software engineer, mapping machine learning",NaN,Waymo,waymo,3.2,"Hybrid remote in Mountain View, CA
+1 location","Hybrid remote in Mountain View, CA
+1 location"
Software Engineer,software engineer,Estimated $91.2K - $115K a year,JETOPTERA,jetoptera,NaN,"Edmonds, WA 98020","Edmonds, WA"
Software engineer,software engineer,Estimated $76.3K - $96.6K a year,M2SYS Technology,m2sys technology,3.3,"Atlanta, GA 30338","Atlanta, GA"
NaN,nan,NaN,NaN,nan,NaN,NaN,NaN
BigCommerce Front-end Developer,bigcommerce front-end developer,NaN,Epic Design Labs,epic design labs,NaN,Remote,remote
Software Engineer,software engineer,NaN,The Aerospace Corporation,the aerospace corporation,3.9,"Hybrid remote in Chantilly, VA
+8 locations","Hybrid remote in Chantilly, VA
+8 locations"
Software Engineer IV,software engineer iv,NaN,SWI,swi,NaN,"Hybrid remote in Bellevue, WA 98004","Hybrid remote in Bellevue, WA 98004"
Software Engineer II,software engineer ii,NaN,Outside Online,outside online,NaN,"Remote in Boulder, CO",remote
Entry Level Mixed Signal/RF Test/Software Engineer,entry level mixed signal/rf test/software engineer,Estimated $71.3K - $90.3K a year,NXP Semiconductors,nxp semiconductors,3.9,"Irvine, CA","Irvine, CA"
NaN,nan,NaN,NaN,nan,NaN,NaN,NaN
Software Engineer - Back-end & Embedded Development,software engineer - back-end & embedded development,Estimated $89K - $113K a year,Space Dynamics Laboratory,space dynamics laboratory,4.2,"North Logan, UT 84341","North Logan, UT"
"Software Engineer, Quantum Error Correction, Quantum AI","software engineer, quantum error correction, quantum ai",NaN,Google,google,4.3,"Los Angeles, CA 
(Venice area)
+30 locations","Los Angeles, CA"
Software Engineer,software engineer,Estimated $98.8K - $125K a year,MyPhoneData,myphonedata,NaN,"San Jose, CA","San Jose, CA"
"Software Engineer, Product","software engineer, product",NaN,Render,render,NaN,"San Francisco Bay Area, CA","San Francisco Bay Area, CA"
Software Engineer-Entry Level,software engineer-entry level,NaN,Vadum Inc,vadum inc,2.3,"Raleigh, NC 27606 
(West Raleigh area)","Raleigh, NC"
NaN,nan,NaN,NaN,nan,NaN,NaN,NaN
Software Engineer,software engineer,NaN,CNA Insurance,cna insurance,3.6,"Chicago, IL 60604 
(The Loop area)","Chicago, IL"
"Software Implementation Engineer
new","software implementation engineer
new",Estimated $58.9K - $74.5K a year,Convey Health Solutions,convey health solutions,3,"Chicago, IL 60290
+1 location","Chicago, IL"
Linux Software Engineer,linux software engineer,Estimated $110K - $139K a year,GDCA,gdca,3.3,"Livermore, CA 94551","Livermore, CA"
Senior C++ Software Engineer,senior c++ software engineer,NaN,"Russ Hadick & Associates, Inc.","russ hadick & associates, inc.",5,"Dayton, OH 45404 
(McCook Field area)","Dayton, OH"
Software Developer,software developer,NaN,LCS - London Computer Systems,lcs - london computer systems,4.4,"Hybrid remote in Cincinnati, OH 45249
+5 locations","Hybrid remote in Cincinnati, OH 45249
+5 locations"
NaN,nan,NaN,NaN,nan,NaN,NaN,NaN
Software Test Engineer,software test engineer,NaN,Atlas Copco Tools & Assembly Systems LLC,atlas copco tools & assembly systems llc,4,"Auburn Hills, MI","Auburn Hills, MI"
Software engineer,software engineer,Estimated $104K - $131K a year,Atrutec,atrutec,NaN,"Dallas, TX 75287 
(Far North area)
+1 location","Dallas, TX"
Software Engineer,software engineer,Estimated $127K - $161K a year,Rundoo,rundoo,NaN,"Remote in Redwood City, CA",remote
Software Engineer - Health & Wellness,software engineer - health & wellness,Estimated $86.2K - $109K a year,Kroger General Office,kroger general office,3.3,"Blue Ash, OH 45242
+1 location","Blue Ash, OH"
Frontend Software Engineer,frontend software engineer,Estimated $73.9K - $93.5K a year,DialMyCalls,dialmycalls,NaN,"Houston, TX","Houston, TX"
NaN,nan,NaN,NaN,nan,NaN,NaN,NaN
Software Engineer,software engineer,NaN,LatchBio,latchbio,NaN,"San Francisco, CA 94158 
(Mission Bay area)","San Francisco, CA"
Software Developer,software developer,Estimated $65.4K - $82.8K a year,Intellytix,intellytix,NaN,"Alpharetta, GA 30009","Alpharetta, GA"
2023 Graduate - Software Engineer,2023 graduate - software engineer,NaN,Johns Hopkins Applied Physics Laboratory (APL),johns hopkins applied physics laboratory (apl),3.9,"Laurel, MD 20723
+20 locations","Laurel, MD"
Sr. Software Engineer,sr. software engineer,Estimated $121K - $153K a year,Elsevier,elsevier,3.8,"North Andover, MA 01845
+1 location","North Andover, MA"
Entry-Level Computer Engineer,entry-level computer engineer,Estimated $59.7K - $75.6K a year,Opal Kelly,opal kelly,NaN,"Portland, OR 97223","Portland, OR"
NaN,nan,NaN,NaN,nan,NaN,NaN,NaN
Patent Engineer - Software Engineer,patent engineer - software engineer,NaN,Osha Bergman Watanabe & Burton LLP,osha bergman watanabe & burton llp,4.1,Remote,remote
"Jr Software Developers
new","jr software developers
new",NaN,Confidential,confidential,NaN,"Pittsburgh, PA 15222 
(Strip District area)","Pittsburgh, PA"
"Java Backend Engineer - Java, Spring, Microservices, Kafka – REMOTE WORK 43381
new","java backend engineer - java, spring, microservices, kafka – remote work 43381
new",Estimated $116K - $147K a year,"PRIMUS Global Services, Inc","primus global services, inc",NaN,"Remote in Minneapolis, MN",remote
"MTS 1, Software Engineer","mts 1, software engineer",NaN,eBay Inc.,ebay inc.,3.9,"Remote in San Jose, CA
+5 locations",remote
Software Engineer,software engineer,Estimated $76.9K - $97.3K a year,TrueLearn,truelearn,5,"Mooresville, NC 28117","Mooresville, NC"
NaN,nan,NaN,NaN,nan,NaN,NaN,NaN
Software Engineer,software engineer,NaN,Bloomerang,bloomerang,4.7,"Remote in Indianapolis, IN 46216",remote
Software Engineer 2,software engineer 2,NaN,CAPSHER Technology,capsher technology,NaN,"College Station, TX 77845","College Station, TX"
Jr. Software Engineer,jr. software engineer,Estimated $84.7K - $107K a year,Innovative Solutions and Support,innovative solutions and support,2.7,"Exton, PA 19341","Exton, PA"
Frontend Developer,frontend developer,NaN,WPROMOTE,wpromote,NaN,Remote,remote
Full Stack Developer,full stack developer,NaN,Mobile Programming India Pvt Ltd,mobile programming india pvt ltd,NaN,Remote,remote
NaN,nan,NaN,NaN,nan,NaN,NaN,NaN
Software Engineer,software engineer,Estimated $105K - $133K a year,One Wheel,one wheel,NaN,"Santa Cruz, CA","Santa Cruz, CA"
Junior Software Developer,junior software developer,Estimated $67.8K - $85.9K a year,Intelliforce-IT Solutions Group,intelliforce-it solutions group,NaN,"Annapolis Junction, MD 20701","Annapolis Junction, MD"
Backend Engineer,backend engineer,NaN,Ntropy Network,ntropy network,NaN,"Remote in New York, NY",remote
Software Engineer I **Remote**,software engineer i **remote**,Estimated $60K - $76K a year,Global Connections to Employment,global connections to employment,3.1,"Remote in Hanover, MD",remote
"Entry-level Software Developer - Jefferson City, MO","entry-level software developer - jefferson city, mo",Estimated $55.6K - $70.3K a year,RedMane Technology,redmane technology,3.6,"Jefferson City, MO 65101","Jefferson City, MO"
NaN,nan,NaN,NaN,nan,NaN,NaN,NaN
Process Solution Software Engineer,process solution software engineer,Estimated $94.3K - $119K a year,Bristol Myers Squibb,bristol myers squibb,4.1,"Princeton, NJ","Princeton, NJ"
Software Engineer II - Onsite,software engineer ii - onsite,NaN,Raytheon Intelligence & Space,raytheon intelligence & space,3.9,"Aurora, CO 80011 
(Centretech area)
+23 locations","Aurora, CO"
"Staff Full Stack Software Engineer, New Initiatives - Remote","staff full stack software engineer, new initiatives - remote",Estimated $192K - $243K a year,Dropbox,dropbox,4,"Remote in Boston, MA 02108
+2 locations",remote
Software Engineer - All Levels (NYC or Remote),software engineer - all levels (nyc or remote),NaN,"Trunk Tools, Inc.","trunk tools, inc.",NaN,Remote in New York State,remote
Flows Coder Engineer (Entry Level),flows coder engineer (entry level),Estimated $78.3K - $99.1K a year,Apex Semiconductor,apex semiconductor,NaN,"Santa Clara, CA","Santa Clara, CA"
NaN,nan,NaN,NaN,nan,NaN,NaN,NaN
IT Software Development Engineer,it software development engineer,NaN,Syncreon,syncreon,3.3,"Auburn Hills, MI 48326","Auburn Hills, MI"
Software Engineer,software engineer,Estimated $100K - $127K a year,Equifax,equifax,3.5,"Alpharetta, GA 30005
+1 location","Alpharetta, GA"
Software Engineer,software engineer,Estimated $103K - $131K a year,TEKBasic,tekbasic,NaN,"Monmouth Junction, NJ 08852","Monmouth Junction, NJ"
Experienced Java Software Engineer,experienced java software engineer,NaN,"JPMorgan Chase Bank, N.A.","jpmorgan chase bank, n.a.",3.8,"Chicago, IL
+7 locations","Chicago, IL"
Software Engineer,software engineer,Estimated $116K - $146K a year,Ford Motor Company,ford motor company,4.1,"Remote in Dearborn, MI
+15 locations",remote
NaN,nan,NaN,NaN,nan,NaN,NaN,NaN
Senior User Interface Software Engineer,senior user interface software engineer,NaN,Adobe,adobe,4.3,"Lehi, UT 84043","Lehi, UT"
Software Developer 1/2,software developer 1/2,Estimated $95.6K - $121K a year,Los Alamos National Laboratory,los alamos national laboratory,4,"Remote in Los Alamos, NM
+3 locations",remote
Junior Software Engineer,junior software engineer,Estimated $85.4K - $108K a year,Peterson Technologies,peterson technologies,NaN,"Annapolis Junction, MD 20701","Annapolis Junction, MD"
Senior+ Backend Software Engineer,senior+ backend software engineer,NaN,Cloudburst Technologies,cloudburst technologies,NaN,Remote,remote
Software Engineer II,software engineer ii,NaN,Chewy,chewy,2.7,"Bellevue, WA
+24 locations","Bellevue, WA"
NaN,nan,NaN,NaN,nan,NaN,NaN,NaN
Software Engineer,software engineer,NaN,"Arch Resources, Inc","arch resources, inc",NaN,"Hybrid remote in St. Louis, MO 63141","Hybrid remote in St. Louis, MO 63141"
Software Engineering Manager,software engineering manager,NaN,The Mom Project,the mom project,3.8,"Schaumburg, IL","Schaumburg, IL"
Software Engineer,software engineer,Estimated $79.7K - $101K a year,CoSchedule,coschedule,2.2,"Bismarck, ND 58501","Bismarck, ND"
SW/HW Developer/Prog Entry,sw/hw developer/prog entry,Estimated $57.2K - $72.4K a year,Jacobs,jacobs,3.9,"Fort Huachuca, AZ 85670
+1 location","Fort Huachuca, AZ"
Software Engineer,software engineer,Estimated $100K - $127K a year,Leading2Lean (L2L),leading2lean (l2l),NaN,Remote,remote
NaN,nan,NaN,NaN,nan,NaN,NaN,NaN
Software Engineer I (Refer to Job # CL23),software engineer i (refer to job # cl23),NaN,Wyze Labs,wyze labs,NaN,"Hybrid remote in Kirkland, WA 98033","Hybrid remote in Kirkland, WA 98033"
Software Engineer,software engineer,Estimated $115K - $146K a year,EVgo,evgo,3.1,"Remote in San Francisco, CA
+8 locations",remote
Software Engineer III,software engineer iii,Estimated $131K - $165K a year,Zuora,zuora,3.6,"Remote in Redwood City, CA",remote
"Android, Mobile Engineer, Apprenticeship","android, mobile engineer, apprenticeship",Estimated $55.4K - $70.2K a year,Fetch,fetch,3.3,"Madison, WI 53703 
(Capitol area)
+1 location","Madison, WI"
"Software Engineer, Search Relevance","software engineer, search relevance",NaN,Moveworks.ai,moveworks.ai,NaN,"Mountain View, CA
+1 location","Mountain View, CA"
NaN,nan,NaN,NaN,nan,NaN,NaN,NaN
Software Developer,software developer,NaN,Evy Media,evy media,NaN,"New Albany, IN 47150","New Albany, IN"
Software Engineer I - Innovation,software engineer i - innovation,Estimated $65.4K - $82.8K a year,Hyster-Yale Group,hyster-yale group,3.6,"Clackamas, OR 97015","Clackamas, OR"
Software Engineer,software engineer,Estimated $105K - $133K a year,Penn Foster Group,penn foster group,NaN,Remote,remote
Backend Software Engineer – Node.JS - 100% Remote,backend software engineer – node.js - 100% remote,Estimated $96.5K - $122K a year,Radian,radian,3.6,Remote in Pennsylvania,remote
Full Stack Software Engineer,full stack software engineer,NaN,Lawrence Livermore National Laboratory,lawrence livermore national laboratory,4.2,"Livermore, CA 94550
+2 locations","Livermore, CA"
NaN,nan,NaN,NaN,nan,NaN,NaN,NaN
Senior Software Engineer,senior software engineer,NaN,"Encamp, Inc.","encamp, inc.",NaN,Remote,remote
Full Stack Software Engineer,full stack software engineer,NaN,Zanbato,zanbato,NaN,"Mountain View, CA","Mountain View, CA"
Frontend Software Engineer,frontend software engineer,Estimated $103K - $131K a year,Subskribe,subskribe,NaN,"Remote in San Ramon, CA",remote
Junior Python Developer,junior python developer,NaN,Emonics,emonics,4.6,"Boston, VA 22713","Boston, VA"
Software Engineer,software engineer,NaN,Schneider,schneider,3.4,"Green Bay, WI 54301 
(Downtown area)","Green Bay, WI"
NaN,nan,NaN,NaN,nan,NaN,NaN,NaN
Junior Software Engineer (Remote),junior software engineer (remote),NaN,Gray Digital,gray digital,NaN,"Remote in Austin, TX
+1 location",remote
Software Developer (All Levels),software developer (all levels),Estimated $89.7K - $114K a year,Altamira,altamira,3.6,"Fairborn, OH 45324
+10 locations","Fairborn, OH"
Software Engineer – R&D,software engineer – r&d,Estimated $85.2K - $108K a year,Delsys Incorporated,delsys incorporated,NaN,"Natick, MA 01760
+1 location","Natick, MA"
"Software Engineer, Backend","software engineer, backend",Estimated $80.9K - $102K a year,BambooHR,bamboohr,4.1,"Remote in Orem, UT",remote
BACKEND SOFTWARE ENGINEER,backend software engineer,NaN,University of Washington,university of washington,4.1,"Hybrid remote in Seattle, WA 98195","Hybrid remote in Seattle, WA 98195"
NaN,nan,NaN,NaN,nan,NaN,NaN,NaN
DevOps Engineer,devops engineer,NaN,Cornell University,cornell university,4.3,"Remote in Ithaca, NY 14853",remote
Software Engineer,software engineer,Estimated $71.9K - $91K a year,Hoffman & Hoffman Inc,hoffman & hoffman inc,NaN,"Greensboro, NC 27407
+1 location","Greensboro, NC"
SOFTWARE ENGINEER I,software engineer i,Estimated $87.5K - $111K a year,Siri Software Solutions,siri software solutions,NaN,"Monmouth Junction, NJ 08852","Monmouth Junction, NJ"
Junior DevOps Engineer,junior devops engineer,NaN,Radiant.digital,radiant.digital,NaN,"+1 location
Remote",remote
Software Engineer,software engineer,Estimated $101K - $128K a year,MKT MEDIASTATS,mkt mediastats,NaN,"Cambridge, MA 02138 
(Harvard area)","Cambridge, MA"
NaN,nan,NaN,NaN,nan,NaN,NaN,NaN
Software Engineer,software engineer,Estimated $111K - $140K a year,Cajal Neuroscience,cajal neuroscience,NaN,"Hybrid remote in Seattle, WA","Hybrid remote in Seattle, WA"
Software QA Engineer (Manual Tester),software qa engineer (manual tester),NaN,Sun-Net Inc.,sun-net inc.,NaN,"San Jose, CA 95123 
(Blossom Valley area)","San Jose, CA"
Sr. Software Engineer (Frontend),sr. software engineer (frontend),NaN,O'Reilly Media,o'reilly media,3.4,"+1 location
Remote",remote
Front-end Software Engineer,front-end software engineer,NaN,Sedaro,sedaro,NaN,"Remote in Arlington, VA 22203",remote
Associate Software Engineer,associate software engineer,Estimated $69.9K - $88.5K a year,Deposco,deposco,2.5,"Alpharetta, GA 30022","Alpharetta, GA"
NaN,nan,NaN,NaN,nan,NaN,NaN,NaN
Software Engineer,software engineer,Estimated $99.4K - $126K a year,AccuSystems,accusystems,3.3,"Peachtree Corners, GA 30092","Peachtree Corners, GA"
